indv	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
HG02181	0.0038	-0.0493	0.0223	-0.0463	0.0155	0.0182	9e-04	-6e-04	-0.0056	0.0038	-0.0086	0.0024	0.0102	0.0025	-0.0037	0.0014	-0.0199	-0.0212	-0.0121	0.0065
HG02182	0.0062	-0.0167	0.0036	-0.0232	0.0256	0.0069	-0.002	0.0039	-0.0055	0.0153	-0.0096	0.0164	0.0069	0.0154	0.0042	-0.0111	-0.007	-0.0138	-0.0019	0.0013
HG02184	0.0081	-0.0241	-0.026	-0.0026	5e-04	-0.005	-0.0026	0.0108	0.004	-0.0152	0.0145	-0.0041	-0.0024	-0.0048	-0.0038	-0.0047	0.0071	7e-04	0.0105	-0.0028
HG02185	0.0113	-0.0361	-0.0051	0.0187	2e-04	0.0015	-0.0018	-0.002	-0.0011	0.0048	-0.0052	-0.0011	0.005	-0.004	-0.0057	-4e-04	-7e-04	-0.0029	-0.0054	-0.0012
HG02186	0.0088	-0.0085	-0.0271	0.0153	0.0144	0.0116	-0.0103	0.0034	-0.0055	0.0144	-0.0076	0.0116	0.0062	8e-04	1e-04	-0.0019	-0.0021	-0.0027	0.0035	-0.0023
HG02187	0.0088	-0.0278	0.0057	-0.0109	0.0107	-0.0077	0.0086	0.0044	0.0055	-0.004	0.0142	0.003	0.0064	0.0078	-0.0035	-0.0155	0.004	-0.0164	-0.0107	-0.0089
HG02188	0.0078	-0.0237	-0.0091	-0.0173	0.015	-0.0085	-0.005	0.019	-0.0064	-0.0114	0.0101	0.0066	0.0097	-0.0021	-0.0134	-0.0104	-0.0024	-0.0172	-0.0028	-0.006
HG02190	0.0094	-0.0257	-0.0098	-0.0169	0.0072	0.0022	-7e-04	0.0068	-0.0022	0.0039	0.0026	-0.003	0.0059	0.0061	0.0012	-0.006	0.0017	0.0018	-0.0051	-0.0027
HG02215	0.009	0.009	0.0189	0.006	-0.0071	-0.0179	0	0.0086	-0.0018	-0.0175	0.0129	-0.0028	-0.0099	-0.0099	-0.0045	0.0035	0.005	7e-04	0.0086	-2e-04
HG02219	0.0079	0.0142	0.0332	-2e-04	0.0035	-0.0018	0.0043	-0.0092	0.0073	3e-04	5e-04	0.0075	-0.004	0.0034	0.0082	-4e-04	0.0113	0.0014	0.0041	-0.001
HG02220	0.0098	0.01	0.0222	7e-04	0.0024	-0.0038	-0.0047	0.0068	0.0038	-0.006	0.0032	-0.0048	-0.0042	-0.0047	-0.0036	0.0014	0.0069	0.0062	3e-04	-0.0041
HG02221	0.0115	0.0096	0.0227	0.004	-0.0044	-0.013	-0.005	0.0099	0.0024	-0.023	0.013	-0.006	-0.0047	-0.0132	-0.0127	0.0024	0.0112	0.002	0.0031	-0.0051
HG02223	0.0044	0.015	0.0105	-0.017	-0.0055	-0.0238	0.0089	0.018	-0.0163	-0.0156	0.0102	4e-04	-2e-04	-0.0026	-7e-04	0.0056	-0.0116	-0.0108	0.0073	0.002
HG02224	0.0068	0.0123	2e-04	-0.0154	0.0076	0.0106	-0.011	0.0032	0.0052	0.0043	-0.0058	-0.0073	-0.0077	0.0048	0.0097	7e-04	0.0084	0.014	0.0176	0.0065
HG02230	0.0064	0.0103	0.038	-0.0311	0.0164	-8e-04	0.0022	0.0041	0.0016	-0.0017	0.0011	0.0071	0.0054	0.0057	-0.0025	-0.0079	0.0018	-0.0077	-0.005	-0.0043
HG02231	0.0107	0.0169	-0.0014	0.0071	8e-04	3e-04	-0.0145	0.0119	5e-04	-0.0042	-8e-04	-0.0104	-4e-04	-0.0102	-0.0085	0.003	0.0037	0.0116	0.0052	-8e-04
HG02232	0.0091	0.0201	0.0131	0.0067	-0.001	-0.0039	-0.0042	0.006	2e-04	0.0022	0.0043	-0.01	-0.0028	0.0023	-0.0081	-0.0014	-3e-04	0.0078	0.006	-0.0024
HG02233	0.0096	0.0186	-0.0088	-0.0096	-0.0143	-0.0114	0.0057	6e-04	-0.009	-0.0028	-0.0017	0.007	0.0027	-0.0032	-0.0084	0.0083	-0.0038	0.0016	-5e-04	-0.0128
HG02235	0.0058	0.0166	-0.0098	-0.0188	-0.0047	-0.0193	-0.0026	0.0296	-0.0164	-0.0173	0.0096	-0.0098	0.0092	-0.0071	-0.0081	0.0058	-0.0108	-0.0087	0.0083	4e-04
HG02236	0.0094	0.0113	0.0192	-0.0243	0.0024	-0.0114	0.003	0.0101	-0.0066	0.0011	-0.0012	-0.0026	0.0071	0.0041	-8e-04	-5e-04	-0.0026	0.0058	-0.0021	-0.0037
HG02238	0.0046	0.0115	0.0129	-0.0313	-0.0014	-0.0011	0.006	0.0069	-0.0019	-0.0023	0.0048	-0.0154	0.0061	0.0037	4e-04	-1e-04	-0.0052	0.0045	-0.0014	-0.0016
HG02239	0.01	0.0143	0.0255	-0.0018	0.0137	0.0062	-0.0024	-3e-04	0.0015	0.0135	-0.0096	0.0024	0.0077	0.004	-0.0025	-0.0039	0.0024	0.0076	-0.0047	-0.0066
HG02250	0.0094	-0.0279	-0.01	-0.0411	0.0141	-5e-04	-0.0028	0.0179	-0.0058	0.0041	-0.0013	-0.0065	0.0025	0.0095	0.0049	-0.0034	-0.0043	0.0104	0.0089	-0.0047
HG02252	0.0077	-0.0015	0.0121	0.0255	0.002	-0.0216	0.0074	0.0044	0.0079	0.0094	-0.0087	-0.0074	-0.0137	0.0143	0.0186	-0.0017	0.0065	0.022	0.0038	-0.0065
HG02253	0.0096	0.0051	-0.0035	0.0228	-0.0086	-0.0257	-0.0027	0.0066	-0.0033	0.0018	0.0022	-0.0143	0.0013	0.0035	-0.0043	-0.0018	0.0071	0.0116	0.0013	-0.0015
HG02255	-0.0385	-0.0078	0.0037	-0.0012	0.0315	-0.007	0.0154	-0.0057	0.0807	-0.0342	-0.0246	0.006	0.0423	-0.0512	-0.0179	0.0139	-0.0773	0.001	-0.005	0.0211
HG02256	-0.026	0.0299	-0.0206	-0.0139	0.0294	-0.0168	-0.0032	0.0301	0.0217	0.0352	-0.0158	-0.0432	-0.0394	0.0123	0.0252	-0.0279	-0.0553	-0.0207	-0.0264	0.0183
HG02259	0.0113	-0.0015	-9e-04	0.0283	-0.0048	-0.0273	-8e-04	0.0049	-0.0031	0.0167	-0.0069	-0.0168	-0.0054	0.0109	0.0078	-0.0022	0.0041	0.0214	-7e-04	0.0023
HG02260	0.0112	0.009	-0.0106	0.0287	0.0029	-0.0159	-0.0035	0.0023	-0.0107	0.036	-0.0227	-0.0086	0.0016	0.0154	0.0111	-0.0019	-0.0104	0.0144	-0.0025	0.0038
HG02262	0.0112	0.0032	-0.0203	6e-04	-0.0194	-0.0279	0.0074	0.0114	-0.0089	-0.0051	0.0044	-0.0159	-0.001	0.0049	0.0037	0.0033	-0.0042	0.0089	0.0041	0.007
HG02265	0.0089	0.0097	-0.0151	0.021	-0.0123	-0.0362	0.0087	0.008	-0.0071	0.0278	-0.0097	-0.0316	-0.0056	0.0221	0.0103	-0.004	-0.0115	0.0191	-0.0046	0.0095
HG02266	0.0079	-0.0025	-0.0033	0.0149	-0.0169	-0.033	0.0141	-5e-04	0.0014	0.0052	0.0078	-0.0162	-0.0176	0.0147	0.0159	-0.0034	0.0027	0.0089	0.0071	0.0104
HG02271	0.0124	0.0076	-0.0081	0.033	-0.0077	-0.0279	-0.002	0.0054	-0.0059	0.0173	-0.0105	-0.0177	-0.0041	0.0092	0.0054	-3e-04	-0.0024	0.0186	0.0027	0.0046
HG02272	0.0122	-0.0132	-0.0034	0.0305	-0.0065	-0.0304	-0.0014	0.0075	-0.0052	0.0083	-9e-04	-0.0159	-0.0084	0.0053	0.0049	-7e-04	0.005	0.0192	5e-04	0.0013
HG02274	-0.0046	0.0135	-0.0098	-0.0202	-0.0184	-0.0608	0.0159	-0.009	-0.0431	0.0294	-0.0638	0.0048	-0.0111	0.01	-0.0166	0.0515	0.0564	-0.0268	0.0803	-0.0135
HG02275	0.0121	0.0108	-0.0075	0.0359	-0.0071	-0.0314	0.0048	2e-04	-0.0118	0.0276	-0.0147	-0.0066	-0.0057	0.0147	0.0141	0.0019	-0.0105	0.0121	0.0019	0.0072
HG02277	0.0074	0.0128	0.0048	0.0086	-8e-04	-0.0273	7e-04	0.0062	-0.004	0.0229	-0.0077	-0.0219	-0.0149	0.0207	0.0175	-7e-04	-0.0017	0.0173	0.0105	0.01
HG02278	0.0101	-0.0051	0.0083	0.0264	-0.0072	-0.036	0.0053	0.0024	-0.0065	3e-04	0.0024	9e-04	-0.015	0.0036	0.01	8e-04	-0.0013	0.0024	0.0055	0.0035
HG02282	-0.0262	-0.0162	0.0101	-0.0133	0.0162	-0.0154	0.0201	0.0066	-0.0264	-0.0017	-0.0264	-0.0292	0.0109	-0.0529	-0.0258	0.0221	-0.0056	0	-0.0724	-0.0226
HG02283	-0.0431	-0.0089	0.0076	0.0112	4e-04	0.0167	0.0015	0.0216	0.018	0.0145	-0.0208	-0.0065	0.0262	-0.1334	0.0474	0.0046	0.0261	0.0312	0.0036	0.0081
HG02284	-0.0319	-0.0138	0.013	0.0121	-0.0188	0.0233	0.0023	-0.0041	-0.0614	-0.0131	0.058	-0.0694	-0.0197	-0.035	0.0223	-0.0395	-0.0035	-0.0327	0.0456	0.0527
HG02285	0.0118	0.003	-0.0065	0.0294	-0.0024	-0.0252	0.0011	0.0057	-0.01	0.0279	-0.0109	-0.0112	0.0024	0.0127	0.0051	-0.0041	-0.0067	0.0149	-0.0052	8e-04
HG02286	0.0085	0.0162	-0.0054	0.0322	-0.014	-0.0321	0.0088	-0.0028	-0.0111	0.0118	-0.0067	-0.0025	-0.0059	0.0095	0.0102	0.0053	-0.0091	0.0058	0.0033	0.0107
HG02291	0.0125	0.0031	-0.0144	0.0282	-0.0052	-0.0183	-0.0089	0.0062	-0.0035	0.0133	-0.0047	-0.018	-0.0033	0.0027	0.0023	0.0026	0.003	0.019	8e-04	0.0044
HG02292	0.0124	0.0083	-0.0163	0.0297	-0.0135	-0.0232	-0.0051	0.0072	-0.0066	0.0086	-0.0067	-0.0171	-0.0019	-1e-04	-0.002	0.0043	-3e-04	0.0171	-5e-04	0.0025
HG02299	0.0098	0.0086	-0.0148	-0.0092	3e-04	-0.0088	-0.0028	0.0122	-0.0083	0.0218	-0.0127	-0.0179	0.0045	0.0152	0.0089	-0.002	-0.0062	0.0177	-0.004	0.0063
HG02301	0.0063	-9e-04	-7e-04	0.003	-0.0187	-0.0379	0.021	0.0042	2e-04	0.0037	0.0118	-0.0268	-0.0076	0.0139	0.0076	-0.0073	-0.0039	0.0068	-0.0045	0.0082
HG02302	0.0059	0.009	0.0141	0.0132	0.0061	-0.016	-0.0025	-0.0012	5e-04	0.0123	-0.0076	-0.0022	-0.0122	0.0136	0.0178	7e-04	0.0062	0.0069	0.0172	0.0038
HG02304	0.0098	0.0061	0.0174	0.0198	-0.0018	-0.0288	-0.0012	0.0043	-0.0067	0.0136	-0.0064	-0.0086	-0.0128	0.005	0.0121	0.0033	-0.0012	0.0151	0.0044	0.0058
HG02307	-0.0321	5e-04	0.0025	0.0336	-0.0097	-0.0047	0.0188	0.0211	-0.0024	-0.0376	0.0301	0.0033	0.0039	0.0068	9e-04	0.0362	0.0245	0.0327	0.0457	-0.0302
HG02308	-0.0326	0.0133	-0.0085	0.004	0.0505	-0.0036	-0.0046	-0.0272	-0.0048	0.0523	0.0574	-0.0162	-0.0195	0.0045	-0.0205	0.0203	0.0276	0.0338	0.0223	0.036
HG02309	-0.0207	-0.0034	-0.0292	-0.0184	-0.0185	-0.0557	-0.0085	-0.0327	-0.0032	-0.0255	-0.0129	0.0355	-0.0274	-0.004	-0.0108	0.0369	-0.0197	-0.004	-0.0197	-0.0203
HG02312	0.0101	-0.0016	0.0103	0.0217	-0.0047	-0.0301	0.0016	0.0091	-0.0039	-7e-04	0.0032	-0.0143	-0.0027	0.0023	-0.0027	-7e-04	0.0055	0.0125	-1e-04	-6e-04
HG02314	-0.0331	0.0036	-0.012	0.0133	-0.0019	-0.0047	-0.0061	-0.0028	0.0333	-0.0333	-0.0123	-0.0139	0.0268	0.0022	0.0053	-0.0311	0.0335	0.0036	0.0225	4e-04
HG02315	-0.0298	0.0015	-0.0036	0.0387	5e-04	-0.0052	0.0495	0.0465	-0.0169	-0.0045	0.0241	0.0431	0.0399	0.0392	-0.0057	-0.0039	0.0129	-0.0112	-0.0441	-0.0194
HG02317	-0.0314	0.0049	0.0099	0.0086	-0.024	0.0039	-0.0696	0.0039	0.0036	-0.0039	0.0016	-0.015	-0.0098	0.0474	0.0987	-0.0502	-0.0502	-0.0702	0.0128	-0.0334
HG02318	-0.041	-0.0061	-0.0016	0.0039	-0.038	-0.0229	0.0091	0.0089	0.0365	-0.0407	-0.0229	-0.0547	0.0366	0.0102	-0.0298	-0.0198	0.0096	-0.033	0.0143	0.0072
HG02322	-0.0233	0.0155	-0.0229	-0.0034	-0.0291	-0.0143	0.0177	-0.0097	-0.017	-0.0021	0.0079	0.0202	0.0051	-0.0106	-0.004	-0.0071	0.0173	-0.0038	0.0176	-0.0059
HG02323	-0.0271	-0.007	0.0128	-0.0146	-0.0191	0.0053	0.0177	-0.0596	0.0015	0.0642	-0.0358	0.0116	0.0385	-0.0244	-0.0534	-0.0773	-0.0409	-0.0217	0.0012	-0.0301
HG02325	-0.0273	0.0037	-0.0217	0.0348	0.0226	0.0291	-0.0061	0.0257	-0.0109	-0.0112	0.0207	-0.0315	0.0468	0.0067	-0.0062	0.0421	0.0514	0.0221	-0.0117	0.0069
HG02330	-0.0315	0.0025	0.0097	0.0337	0.0358	-0.0209	0.0115	0.0102	0.0332	0.0031	0.0366	0.0125	-0.0324	-0.013	-0.0178	-0.0237	-0.0022	-0.0235	-0.0138	0.0017
HG02332	-0.0369	-0.008	0.0191	0.0146	0.0266	-0.0273	-0.001	-0.0197	0.0824	-0.0448	-0.0161	-0.0048	0.0185	-0.0507	-0.0246	0.0152	-0.0523	-0.0099	0.0067	0.041
HG02334	-0.0392	-0.0112	0.0314	-0.0264	-0.0822	-0.0387	-0.0238	0.0459	-0.0113	0.0595	0.0185	0.0747	0.0558	0.0176	0.0081	0.0436	0.0401	0.0716	-0.0392	0.0348
HG02337	-0.0273	-0.0114	-0.0048	-0.0287	-0.0214	-0.0101	0.0087	0.0325	-0.0275	-0.0283	-0.018	0.0033	0.0214	-0.0194	0.0533	-0.0021	0.0416	0.0499	-0.0359	0.0282
HG02339	-0.0272	0.004	-0.0235	-0.0057	0.0232	0.0206	-0.0325	-0.0347	-0.0254	-0.0396	0.0527	-0.0137	-0.016	-0.0216	-0.0777	-0.039	-0.0512	-0.0176	0.0479	0.0038
HG02343	-0.0259	0.012	-0.0026	0.0089	0.0059	0.0225	-0.0478	0.0391	0.0144	0.0436	0.0256	0.032	0.005	0.0517	-0.0387	-0.0126	0.0303	-0.0531	-0.0174	0.0059
HG02345	0.0018	0.0027	0.0021	0.0112	-0.0076	-0.0075	0.0162	-0.0084	0.0103	-0.0017	-0.0232	-0.0244	0.005	0.018	0.0075	0.0217	-0.0248	-0.0053	0.0221	0.0202
HG02348	0.0048	0.0048	-0.011	2e-04	-0.0179	-0.0358	0.0223	8e-04	0.0013	0.0178	0.0033	-0.0282	-0.0141	0.0285	0.0206	-0.0073	-0.0061	0.0082	0.0049	0.0138
HG02351	0.0088	-0.0177	-0.0235	-0.0297	5e-04	-7e-04	0.0096	0.008	-0.0048	0.0068	7e-04	-0.0051	0.0105	0.0123	0.0051	-0.0055	-0.0062	0.0044	-3e-04	-0.0021
HG02353	0.0101	-0.01	-0.0291	-0.0136	0.0074	0.0024	-0.0017	0.0099	-0.0089	0.0183	-0.013	1e-04	0.0106	0.0132	0.0054	-0.0033	-0.0123	0.0029	6e-04	-0.0013
HG02355	0.0113	-0.0268	-0.0144	0.0146	0.0029	-0.0064	-0.0043	0.0072	-0.0076	0.0054	-0.0054	0.0027	-0.004	-9e-04	-5e-04	9e-04	-0.0077	-0.0023	0.0039	-6e-04
HG02356	0.0063	-0.0274	-0.0092	-0.0035	0.0113	0.0017	-0.0103	-0.0023	-0.0045	0.0011	-0.0045	0.0202	-0.0142	-0.0033	0.0035	0.0065	0.005	-0.0027	0.0081	-3e-04
HG02360	0.0103	-0.0255	0.0088	0.0099	0.0145	0.0013	-0.0073	-0.0024	0.0082	0.011	-0.0066	-4e-04	-0.0036	0.005	0.0015	-0.0067	0.0097	0.0107	0.0014	-0.0018
HG02364	0.0064	-0.0514	0.0236	0.0098	0.0039	0.0122	-0.0039	-0.0097	0.0015	-0.0078	-0.0025	5e-04	-4e-04	-0.0112	-0.0069	0.0072	-0.0041	-0.0087	-0.0074	0.0045
HG02367	0.0043	-0.0405	0.0255	0.0053	0.0184	0.0241	-0.0162	-0.0066	-0.0031	0.0169	-0.0214	-6e-04	-0.0094	-6e-04	0.007	0.0116	-0.0084	-1e-04	0.0013	0.011
HG02371	0.0127	-0.0301	0.0131	0.0192	0.0022	-0.0233	0.013	-0.0021	-4e-04	0.0042	0.0022	0.007	-0.0014	0.0045	0.0016	-0.008	0	-0.0011	-0.007	-0.0093
HG02373	0.0088	-0.0238	-0.019	0.0027	0.0059	0.0138	-0.0107	-0.0055	-0.0048	0.0176	-0.0175	0.0049	0.0027	0.0016	-0.0029	0.0085	-0.0071	0.0067	-0.001	6e-04
HG02374	0.0085	-0.0253	-0.0089	0.0199	0.004	-0.0103	-0.0013	0.0082	-0.0055	-0.0036	0.005	0.0051	-0.0029	-0.0027	-1e-04	-0.001	0.0022	-0.0066	0.0066	-0.0038
HG02375	0.0103	-0.0138	-0.0297	-0.0087	0.0056	-0.0022	-0.0047	0.0111	-0.0069	0.013	-0.0077	-0.0034	0.0084	0.0094	0.0027	-0.0047	-0.0089	0.0044	0.0013	-1e-04
HG02380	0.0088	-0.0132	-0.0099	0.0147	0.0034	0.0108	-0.0114	-0.0016	-0.0084	0.0134	-0.0137	0.0015	-0.0055	-0.0013	0.0073	0.0103	-0.0092	9e-04	0.0066	0.008
HG02382	0.0084	-0.0218	-0.0102	-0.0122	0.0138	-7e-04	0.0019	0.0071	-0.0028	0.0086	4e-04	0.0053	0.0129	0.0072	-0.0012	-0.0112	-0.0024	-0.0092	-0.0058	-0.0091
HG02383	0.011	-0.0225	-1e-04	-0.009	0.0085	-3e-04	0.0038	0.0019	0.0017	0.0071	-0.002	0.0057	0.007	0.0037	-1e-04	-0.0092	-0.0023	-0.0016	-0.0079	-0.0082
HG02385	0.0038	-0.026	-0.0013	-0.0513	0.0232	0.0149	-0.0023	0.0144	-0.0127	0.014	-0.0121	0.003	0.0212	0.0135	-0.0018	-0.007	-0.0196	-0.0162	-0.0086	0.0033
HG02386	0.0077	-0.0375	-0.0021	0.0095	0.0188	0.0175	-0.0163	-0.0017	-0.002	0.01	-0.0147	0.0051	-0.0026	-0.0035	-0.004	0.0031	-0.001	5e-04	0.005	0.0021
HG02389	0.0113	-0.021	-0.0135	0.0142	0.0045	-0.0022	-3e-04	0.0096	-0.0047	-0.0058	0.0057	5e-04	0.0017	-0.0037	-0.0082	0.0023	0.0014	0.0039	0.0019	-0.0097
HG02390	0.0119	-0.0323	0.0159	0.0084	0.0087	-0.0105	-0.0023	0.0028	0.0069	-0.0057	0.0058	0.001	-0.0084	-0.0019	3e-04	-0.0075	0.0115	0.0058	0.0045	-0.0042
HG02391	0.0119	-0.0219	-0.0129	0.013	0.0097	-0.0018	-0.0074	0.006	-0.0026	0.0046	-0.0027	0.0037	0.0028	-0.003	-0.0052	-0.0033	0.0018	-0.0045	-0.0032	-0.0054
HG02392	0.0091	-0.0217	-0.0153	-0.0062	0.0015	0.0036	0.0045	0	0.0079	-0.0021	0.0079	0.0016	0.0055	0.0028	4e-04	-0.0078	0.0074	0.0021	2e-04	-0.0077
HG02394	0.0078	-0.0368	0.0209	0.0105	0.012	0.0055	-0.0049	-0.0044	-0.007	0.0105	-0.0109	0.0084	-0.0029	-0.0015	0.0011	0.0061	-0.0093	-0.0046	-6e-04	0.0015
HG02395	0.0109	-0.0228	-0.009	0.011	0.0104	0.0058	-0.0088	0.005	-0.0033	0.0088	-0.0037	0.002	0.0031	-4e-04	-0.002	-0.0031	-4e-04	5e-04	-0.0012	-0.0023
HG02396	0.0107	-0.0126	-0.0163	0.0148	0.0095	0.0091	-0.0082	-0.0012	0.0064	0.0141	-0.0086	0.0036	0.0048	0.0036	0.0023	-0.0065	0.0051	0.0039	-0.0028	-0.0024
HG02397	0.0108	-0.0153	-0.0301	-0.0078	0.0042	-0.0095	8e-04	0.0135	-0.0101	0.0109	-0.0068	0	0.0129	0.0089	2e-04	-0.0025	-0.0122	-0.0032	2e-04	-0.0051
HG02398	0.0109	-0.0199	-0.0277	0.0205	0.0035	0.0046	-0.0142	0.0046	0.0059	-8e-04	0.0012	-0.0057	-0.0017	-0.0049	-0.0058	-0.0034	0.0113	0.0103	0.0081	0.0015
HG02399	0.0083	-0.0381	0.0114	0.0153	0.0136	0.0101	0.004	-0.0169	0.0059	0.0204	-0.0123	0.0114	0.0113	0.0105	0.0046	-0.0063	0.0028	-0.0033	-0.0091	-0.0042
HG02401	0.0075	-0.0294	-0.0084	-0.0114	0.0042	-0.0058	0.0033	0.0133	-0.0029	-0.013	0.0109	-2e-04	0.0063	-0.0051	-0.0095	-0.0051	5e-04	-0.0065	1e-04	-0.0053
HG02402	0.0094	-0.033	0.0076	0.0124	0.0052	2e-04	-0.0071	0.0016	0.0061	5e-04	-0.0017	-0.0064	-0.0014	-0.0023	3e-04	0.0013	0.0084	0.0057	0.0057	-0.0028
HG02406	0.0076	-0.0185	-0.0102	-0.0024	0.0275	0.018	-0.0213	0.0126	3e-04	0.0103	-0.0102	5e-04	-0.0021	-0.0016	-0.0021	-0.004	6e-04	0.0043	0.0042	-0.0036
HG02407	0.0082	-0.022	-0.0229	-0.0089	0.0108	-0.0014	-0.0115	0.0097	0.0033	-0.0046	0.0049	-0.0017	0.0043	-0.0016	-0.0058	-0.0075	0.0108	-0.0051	0.0059	-0.007
HG02408	0.0095	-0.031	-0.0016	0.0081	0.0131	-0.0044	-0.0038	0.005	0.0056	-0.0012	0.0053	0.0033	0.0033	-0.0018	-0.0035	-0.008	0.0136	0.0016	0.0035	-0.0065
HG02409	0.0086	-0.0209	-0.0017	0.0021	0.0198	0.0034	-0.0148	0.0136	-0.0011	8e-04	-1e-04	0.005	0.0033	-0.0033	-0.0083	-0.0079	0.0034	-0.0024	0.0044	-0.0075
HG02410	0.0086	-0.0162	0.0032	0.0106	0.0119	0.0048	-0.0033	-0.0041	0.0048	0.0051	-0.0017	0.0089	-0.007	0.0014	0.0061	-0.0023	0.0089	0.0035	0.0049	-0.0023
HG02419	-0.0381	-0.0135	0.0055	-0.0282	0.0321	-0.0089	-0.0398	-0.0321	-0.0285	0.0128	0.0413	-0.0244	-0.0055	0.0329	0.0387	0.0232	0.0709	0.0339	-0.016	0.0139
HG02420	-0.0333	0.0042	-0.0013	0.0281	0.024	0.0218	-0.0123	-0.0105	0.0297	-0.02	-0.0479	-0.0115	-0.0257	0.0429	0.0239	5e-04	-0.095	0.0531	0.0938	-0.0932
HG02425	0.0092	0.0018	-0.0075	0.0266	-0.0092	-0.0208	-0.0048	0.0079	-0.0031	-0.0034	0.0055	-0.0125	-0.0085	-0.0041	-0.0012	0.0036	0.0047	0.012	0.0023	0.0051
HG02427	-0.0297	0.0207	-0.0257	-0.0524	-3e-04	-0.0234	-0.0137	-0.0284	-0.072	0.0351	-0.0902	0.0097	-0.0197	0.0155	-0.0783	0.0855	0.0466	-0.096	0.1086	-0.0251
HG02429	-0.0313	-0.0116	0.0138	-0.0374	-0.0063	-0.0146	-0.0082	-0.0072	-0.0219	-0.0265	-0.0136	0.0337	-0.0031	-0.0044	0.0453	-0.007	-0.0132	0.0578	-0.0363	0.0303
HG02433	-0.0404	0.0113	-0.018	-0.003	0.038	0.0084	0.0231	5e-04	9e-04	-0.0091	-0.0191	0.0278	0.0459	0.0063	-0.0085	-0.0293	-0.0044	0.0025	0.0104	-0.0056
HG02439	-0.0355	-0.0075	2e-04	-0.009	-0.054	0.0083	-0.014	0.0539	0.0112	0.0347	0.0267	0.0236	0.0421	-0.02	-0.0039	0.0106	0.0382	0.0187	0.0256	0.0019
HG02442	-0.039	0.0044	-0.0093	0.01	0.0442	-0.0038	0.0549	0.0194	0.0062	-0.0124	4e-04	0.0319	0.0411	-7e-04	0.0069	-0.0188	-0.01	0.0055	0.0099	0.0294
HG02449	-0.0335	0.0078	-0.0164	-0.0139	-0.0192	-0.0073	0.0222	-0.0184	-0.0091	-0.0094	-0.0292	0.0592	-0.0142	-0.0141	7e-04	-0.0253	0.0082	0.0356	0.0081	-0.0077
HG02450	-0.028	0.0025	-0.0104	0.0038	0.0208	0.0024	-0.0196	-7e-04	0.0153	0.0089	0.0106	-0.0091	0.0071	0.0017	-0.0134	-0.033	0.0256	1e-04	-0.0257	0.0229
HG02455	-0.0393	-0.0052	0.0046	-0.0171	-0.0037	0.0135	-0.0031	-0.0178	-0.0336	-0.0117	-0.045	0.0292	0.0457	-0.0122	-0.0272	-0.0343	0.0494	0.053	-0.0394	-0.0141
HG02461	-0.0453	-0.0014	0.0036	-3e-04	-0.0669	0.0098	-0.0049	-0.04	-0.0081	-0.0464	-0.0891	-0.0385	0.0733	-0.016	-0.0028	-0.0575	0.033	0.0542	0.0775	-0.0052
HG02462	-0.0181	0.0141	-0.0149	0.0091	0.0126	-0.0026	-0.0059	0.0249	-0.0223	-0.0022	0.0179	-0.0224	0.0363	-0.0155	-0.0225	-0.0159	-0.0025	-0.0129	-0.0086	0.0228
HG02464	-0.0431	-0.0119	0.0151	0.0314	0.0462	0.067	0.0058	0.041	-0.0466	-0.087	-0.0579	-0.0071	-0.0336	0.0328	0.0687	0.0216	0.0359	0.0576	-0.0377	-0.0346
HG02465	-0.0313	-0.0076	0.003	-0.0081	0.0104	0.0505	-0.015	0.002	-0.0396	0.0012	-0.0101	-0.0426	-0.0169	0.0138	-0.0268	0.0046	-0.0282	-0.0402	-0.0377	-0.0123
HG02470	-0.0499	-0.0169	0.0052	-0.0225	-0.0969	0.0244	0.0304	-0.0187	-0.0212	0.0034	-0.0602	-0.0651	-0.0128	-0.0291	-0.0608	-0.043	0.0378	0.0363	-0.028	-0.0027
HG02471	-0.0429	0.0012	-0.0061	-0.0424	-0.0291	-0.0233	0.0394	-0.0181	-0.0202	0.0629	-0.1816	-0.0915	-0.1776	-0.0392	-0.0562	-0.0819	0.1592	-0.1247	-0.015	-0.0124
HG02476	-0.0346	-0.0049	-0.0213	-0.0305	6e-04	-0.0313	0.0432	0.0068	-0.0154	0.0695	-0.0837	9e-04	-0.1234	-0.1238	-0.0239	-0.0239	0.1338	-0.072	0.007	-0.0277
HG02477	-0.0368	-0.0162	0.0171	0.0104	-0.005	0.0175	0.0138	-0.0247	0.0336	-0.0474	-0.0613	-0.0475	0.0122	0.0331	-0.0118	0.0176	-0.0333	-0.017	0.0435	0.018
HG02481	-0.0268	-0.002	0.0062	-0.0095	-0.007	-0.0127	-0.0173	-0.0293	0.0022	0.0083	0.026	-0.007	-0.0123	-0.0012	-0.0417	-0.0087	-0.0336	0.0166	-0.0029	0.0039
HG02484	-0.0362	-0.0124	0.0108	-0.0102	0.0096	-0.0127	-0.0028	0.0029	0.003	-0.0529	0.0016	0.0152	-0.0355	0.0241	-0.0078	-0.0125	-0.0051	0.0156	9e-04	-0.0067
HG02485	-0.0235	0.0089	-0.0101	0.0087	0.0011	-0.0257	0.013	0.0065	0.0116	-0.0173	0.0104	-0.0151	0.0237	-0.0157	-0.0232	-0.0276	-0.0163	-0.0188	0.0134	0.0199
