indv	poject	pop3code	population	genetic_region	latitude	longitude	color
HG02717	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02621	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02772	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02630	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02624	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02584	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02629	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02716	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02702	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02634	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02704	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02462	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02463	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02464	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02465	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02466	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02773	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02583	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02757	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02760	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02761	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02814	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02703	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02461	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02817	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02818	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02819	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02820	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02821	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02622	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02562	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02646	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02759	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02813	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02586	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02815	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02816	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02589	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02590	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02594	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02595	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02596	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02644	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02645	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02869	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02647	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02585	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02666	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02587	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02588	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02611	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02612	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02805	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02806	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02807	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02808	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02809	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02623	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02811	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02812	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02891	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02892	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02610	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02896	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02897	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02764	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02768	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02769	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02770	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02771	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03024	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03025	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03026	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03027	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03028	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02895	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03033	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03034	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03035	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03039	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03040	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03041	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02721	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02722	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02723	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02870	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02871	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02878	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03029	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02667	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02668	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02675	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02676	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02677	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02678	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02679	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02680	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02810	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02561	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02756	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02889	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02563	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02568	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02762	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02763	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02570	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02571	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02572	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02573	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02574	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02575	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02836	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02837	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02838	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02839	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02840	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02841	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02851	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02852	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02853	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02854	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02855	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03045	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03046	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03047	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03048	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03049	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03050	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02879	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02798	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02799	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02800	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02804	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02882	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02883	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02884	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02885	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02886	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02887	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02888	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03242	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02890	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03247	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03248	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02569	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03250	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03251	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03258	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03259	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02856	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02860	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03240	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03241	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03249	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03246	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03539	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03540	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02862	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02880	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02881	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02861	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02983	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02984	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02982	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03260	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03538	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
NA20845	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20846	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20847	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20849	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20850	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20851	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20852	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20853	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20854	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20856	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20858	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20859	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20861	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20862	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20863	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20864	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20866	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20867	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20868	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20869	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20870	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20872	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20874	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20875	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20876	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20877	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20878	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20881	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20882	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20884	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20885	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20886	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20887	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20888	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20889	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20890	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20891	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20892	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20894	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20895	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20896	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20897	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20899	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20900	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20901	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20902	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20903	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20904	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20905	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20906	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20908	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20910	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20911	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA21086	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA21087	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA21088	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA21089	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA21090	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA21091	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA21092	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA21093	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA21094	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA21095	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA21097	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA21098	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA21099	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA21100	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA21101	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA21102	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA21103	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA21104	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA21105	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA21106	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA21107	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA21108	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA21109	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA21110	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA21111	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA21112	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA21113	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA21114	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA21115	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA21116	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA21117	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA21118	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA21119	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA21120	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA21122	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA21123	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA21124	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA21125	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA21126	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA21127	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA21128	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA21129	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA21130	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA21133	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA21135	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
