Pop	Pop3code	Genetic_region	Project	Latitud	Longitud	Lambda	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29	C30	C31	C32	C33	C34	C35	C36	C37	C38	C39	C40	C41	C42	C43	C44	C45	C46	C47	C48	C49	C50	C51	C52	C53	C54	C55	C56	C57	C58	C59	C60	C61	C62	C63
Druze in Carmel, Israel	DRI	MID	HGDP	32	35	2.81176869797423	0.0571428571428571	NA	0.0857142857142857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0285714285714286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0285714285714286	NA	NA	NA	NA	NA	NA	0.0857142857142857	0.685714285714286	NA	NA	NA	NA	0.0285714285714286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Druze in Carmel, Israel	DRI	MID	HGDP	32	35	22.2299648252619	0.971428571428571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0285714285714286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Druze in Carmel, Israel	DRI	MID	HGDP	32	35	26.8269579527972	0.971428571428571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0285714285714286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Druze in Carmel, Israel	DRI	MID	HGDP	32	35	3.39322177189533	0.228571428571429	NA	0.114285714285714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0571428571428571	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Druze in Carmel, Israel	DRI	MID	HGDP	32	35	32.3745754281764	0.971428571428571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0285714285714286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Druze in Carmel, Israel	DRI	MID	HGDP	32	35	39.0693993705461	0.971428571428571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0285714285714286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Druze in Carmel, Israel	DRI	MID	HGDP	32	35	4.09491506238042	0.457142857142857	NA	0.0285714285714286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0571428571428571	0.457142857142857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Druze in Carmel, Israel	DRI	MID	HGDP	32	35	4.94171336132383	0.628571428571429	NA	0.0571428571428571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0857142857142857	0.228571428571429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Druze in Carmel, Israel	DRI	MID	HGDP	32	35	47.1486636345739	0.971428571428571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0285714285714286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Druze in Carmel, Israel	DRI	MID	HGDP	32	35	5.96362331659464	0.771428571428571	NA	0.0285714285714286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0285714285714286	0.171428571428571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Druze in Carmel, Israel	DRI	MID	HGDP	32	35	56.8986602901829	0.971428571428571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0285714285714286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Druze in Carmel, Israel	DRI	MID	HGDP	32	35	68.66488450043	0.971428571428571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0285714285714286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Druze in Carmel, Israel	DRI	MID	HGDP	32	35	7.19685673001151	0.828571428571429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0285714285714286	0.142857142857143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Druze in Carmel, Israel	DRI	MID	HGDP	32	35	8.68511373751352	0.857142857142857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0285714285714286	0.114285714285714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Druze in Carmel, Israel	DRI	MID	HGDP	32	35	82.8642772854684	0.971428571428571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0285714285714286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Esan in Nigeria	ESN	AFR	1000 Genomes	9.06666	7.483333	0.01	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Esan in Nigeria	ESN	AFR	1000 Genomes	9.06666	7.483333	0.0120679264063933	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Esan in Nigeria	ESN	AFR	1000 Genomes	9.06666	7.483333	0.0145634847750124	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Esan in Nigeria	ESN	AFR	1000 Genomes	9.06666	7.483333	0.0175751062485479	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Esan in Nigeria	ESN	AFR	1000 Genomes	9.06666	7.483333	0.0212095088792019	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Esan in Nigeria	ESN	AFR	1000 Genomes	9.06666	7.483333	0.0255954792269954	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Esan in Nigeria	ESN	AFR	1000 Genomes	9.06666	7.483333	0.0308884359647748	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Esan in Nigeria	ESN	AFR	1000 Genomes	9.06666	7.483333	0.0372759372031494	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Esan in Nigeria	ESN	AFR	1000 Genomes	9.06666	7.483333	0.0449843266896944	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Esan in Nigeria	ESN	AFR	1000 Genomes	9.06666	7.483333	0.0542867543932386	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Esan in Nigeria	ESN	AFR	1000 Genomes	9.06666	7.483333	0.0655128556859551	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Esan in Nigeria	ESN	AFR	1000 Genomes	9.06666	7.483333	0.079060432109077	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Esan in Nigeria	ESN	AFR	1000 Genomes	9.06666	7.483333	0.0954095476349994	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Esan in Nigeria	ESN	AFR	1000 Genomes	9.06666	7.483333	0.115139539932645	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Esan in Nigeria	ESN	AFR	1000 Genomes	9.06666	7.483333	0.138949549437314	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Esan in Nigeria	ESN	AFR	1000 Genomes	9.06666	7.483333	0.167683293681101	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Esan in Nigeria	ESN	AFR	1000 Genomes	9.06666	7.483333	0.202358964772516	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Esan in Nigeria	ESN	AFR	1000 Genomes	9.06666	7.483333	0.244205309454865	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Esan in Nigeria	ESN	AFR	1000 Genomes	9.06666	7.483333	0.294705170255181	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Esan in Nigeria	ESN	AFR	1000 Genomes	9.06666	7.483333	0.355648030622313	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Esan in Nigeria	ESN	AFR	1000 Genomes	9.06666	7.483333	0.429193426012878	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Esan in Nigeria	ESN	AFR	1000 Genomes	9.06666	7.483333	0.517947467923121	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Esan in Nigeria	ESN	AFR	1000 Genomes	9.06666	7.483333	0.625055192527397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Esan in Nigeria	ESN	AFR	1000 Genomes	9.06666	7.483333	0.754312006335461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Esan in Nigeria	ESN	AFR	1000 Genomes	9.06666	7.483333	0.910298177991522	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Esan in Nigeria	ESN	AFR	1000 Genomes	9.06666	7.483333	1.09854114198756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Esan in Nigeria	ESN	AFR	1000 Genomes	9.06666	7.483333	1.32571136559011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Esan in Nigeria	ESN	AFR	1000 Genomes	9.06666	7.483333	1.59985871960606	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Esan in Nigeria	ESN	AFR	1000 Genomes	9.06666	7.483333	1.93069772888325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Esan in Nigeria	ESN	AFR	1000 Genomes	9.06666	7.483333	10.4811313415469	0.0105263157894737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0631578947368421	NA	NA	0.347368421052632	NA	NA	NA	0.0421052631578947	NA	0.0105263157894737	NA	NA	NA	NA	NA	0.0736842105263158	0.242105263157895	NA	NA	NA	NA	NA	0.0631578947368421	0.0105263157894737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.126315789473684	NA	0.0105263157894737	NA	NA	NA	NA	NA	NA	NA
Esan in Nigeria	ESN	AFR	1000 Genomes	9.06666	7.483333	100	0.905263157894737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0105263157894737	NA	NA	0.0105263157894737	0.0105263157894737	0.0105263157894737	0.0105263157894737	0.0105263157894737	NA	NA	0.0105263157894737	0.0105263157894737	0.0105263157894737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Esan in Nigeria	ESN	AFR	1000 Genomes	9.06666	7.483333	12.648552168553	0.0105263157894737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0315789473684211	NA	NA	0.221052631578947	NA	NA	NA	0.0526315789473684	0.0105263157894737	0.0105263157894737	NA	NA	NA	NA	NA	0.0315789473684211	0.326315789473684	NA	NA	NA	NA	NA	0.105263157894737	0.0105263157894737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0315789473684211	NA	NA	0.157894736842105	NA	NA	NA	NA	NA	NA	NA	NA	NA
Esan in Nigeria	ESN	AFR	1000 Genomes	9.06666	7.483333	15.2641796717523	0.0210526315789474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0210526315789474	0.0210526315789474	0.0105263157894737	0.2	NA	NA	NA	0.0210526315789474	0.0210526315789474	0.0105263157894737	NA	NA	NA	NA	NA	0.0315789473684211	0.210526315789474	0.0736842105263158	NA	0.0315789473684211	NA	NA	0.0842105263157895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0526315789473684	NA	NA	0.126315789473684	0.0210526315789474	NA	NA	0.0421052631578947	NA	NA	NA	NA	NA
Esan in Nigeria	ESN	AFR	1000 Genomes	9.06666	7.483333	18.4206996932671	0.0210526315789474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0210526315789474	0.0315789473684211	NA	0.0210526315789474	0.189473684210526	NA	0.0105263157894737	NA	NA	0.0315789473684211	NA	NA	NA	NA	NA	NA	0.0315789473684211	0.168421052631579	0.105263157894737	0.0631578947368421	0.0105263157894737	0.0421052631578947	NA	0.0631578947368421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0421052631578947	NA	NA	0.0842105263157895	0.0315789473684211	NA	NA	0.0315789473684211	NA	NA	NA	NA	NA
Esan in Nigeria	ESN	AFR	1000 Genomes	9.06666	7.483333	2.32995181051537	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Esan in Nigeria	ESN	AFR	1000 Genomes	9.06666	7.483333	2.81176869797423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Esan in Nigeria	ESN	AFR	1000 Genomes	9.06666	7.483333	22.2299648252619	0.136842105263158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0210526315789474	0.0210526315789474	NA	0.0105263157894737	0.168421052631579	NA	NA	NA	0.0105263157894737	0.0105263157894737	NA	0.0421052631578947	NA	NA	0.0315789473684211	0.0947368421052632	0.0315789473684211	0.126315789473684	0.0631578947368421	0.0105263157894737	NA	0.0421052631578947	NA	0.0631578947368421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0210526315789474	NA	NA	0.0315789473684211	0.0210526315789474	NA	0.0105263157894737	0.0315789473684211	NA	NA	NA	NA	NA
Esan in Nigeria	ESN	AFR	1000 Genomes	9.06666	7.483333	26.8269579527972	0.273684210526316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0210526315789474	0.0315789473684211	NA	0.0105263157894737	0.136842105263158	NA	NA	NA	0.0105263157894737	NA	NA	0.0315789473684211	NA	NA	0.0421052631578947	0.105263157894737	0.0315789473684211	0.105263157894737	0.0210526315789474	0.0210526315789474	NA	0.0526315789473684	NA	0.0315789473684211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0315789473684211	NA	NA	0.0105263157894737	0.0105263157894737	NA	0.0105263157894737	0.0105263157894737	NA	NA	NA	NA	NA
Esan in Nigeria	ESN	AFR	1000 Genomes	9.06666	7.483333	3.39322177189533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Esan in Nigeria	ESN	AFR	1000 Genomes	9.06666	7.483333	32.3745754281764	0.378947368421053	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0421052631578947	0.0105263157894737	0.0105263157894737	NA	NA	0.105263157894737	NA	NA	NA	NA	NA	NA	0.0315789473684211	NA	NA	0.0105263157894737	0.0526315789473684	0.0210526315789474	0.105263157894737	0.0210526315789474	0.0210526315789474	NA	0.0526315789473684	0.0105263157894737	0.0526315789473684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0315789473684211	NA	NA	0.0105263157894737	0.0105263157894737	NA	0.0105263157894737	0.0105263157894737	NA	NA	NA	NA	NA
