indv	poject	pop3code	population	genetic_region	latitude	longitude	color
HG03195	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03196	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03198	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG02981	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03298	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03300	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03123	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03124	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03511	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03514	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03129	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03130	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03132	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03133	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03135	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03136	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG02946	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG02947	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03160	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03162	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03163	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03166	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03168	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03265	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03267	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03268	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03270	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03271	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03279	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03280	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03291	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03294	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03118	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03120	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03121	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03313	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03139	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03157	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03126	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03515	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03517	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03518	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03520	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03521	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03109	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03159	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03351	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03099	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03100	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03103	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03105	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03108	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03202	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03372	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03343	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG02973	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03117	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG02979	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03199	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03367	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG02968	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG02970	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03342	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03352	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG02974	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03363	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG02976	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03354	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03366	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03370	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG02977	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG02971	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG03369	1000 Genomes	ESN	Esan in Nigeria	AFR	9.06666	7.483333	orange
HG00189	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00190	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00186	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00187	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00188	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00173	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00174	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00176	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00177	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00178	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00179	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00180	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00181	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00267	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00268	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00269	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00271	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00272	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00273	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00274	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00275	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00276	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00277	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00278	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00280	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00281	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00282	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00284	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00285	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00288	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00290	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00304	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00306	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00308	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00309	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00310	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00311	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00313	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00315	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00318	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00319	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00320	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00321	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00323	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00324	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00325	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00326	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00327	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00328	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00329	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00330	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00331	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00332	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00334	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00335	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00336	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00337	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00338	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00339	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00341	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00342	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00343	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00344	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00345	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00346	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00349	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00350	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00351	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00353	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00355	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00356	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00357	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00358	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00360	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00361	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00362	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00364	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00365	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00366	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00367	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00368	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00369	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00371	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00372	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00373	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00171	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00376	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00378	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00379	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00380	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00381	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00382	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00383	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00384	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00266	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00182	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00183	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00185	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG00375	1000 Genomes	FIN	Finnish in Finland	EUR	60.17	24.93	blue
HG02614	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02613	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02620	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02582	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02642	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02628	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02635	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02715	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02643	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02621	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02772	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02624	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02629	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02716	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02702	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02634	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02462	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02464	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02465	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02583	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02757	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02760	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02814	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02703	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02461	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02817	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02819	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02820	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02562	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02646	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02759	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02813	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02586	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02816	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02589	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02594	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02595	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02645	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02585	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02666	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02588	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02611	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02805	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02807	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02808	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02623	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02811	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02891	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02610	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02896	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02768	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02769	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02771	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03024	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03025	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03027	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03028	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02895	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03039	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03040	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02721	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02722	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02870	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02878	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02667	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02675	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02676	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02678	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02679	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02810	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02561	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02756	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02568	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02763	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02570	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02571	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02573	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02574	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02836	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02837	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02839	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02840	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02851	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02852	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02854	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02855	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03045	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03046	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03048	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03049	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02879	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02798	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02799	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02804	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02882	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02884	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02885	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02887	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02888	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02890	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03247	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03258	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03259	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02860	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03240	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03241	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03246	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03539	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02881	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02861	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02983	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG02982	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
HG03538	1000 Genomes	GWD	Gambian in Western Division – Mandinka	AFR	13.454876	-16.579032	orange
NA20845	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20846	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20847	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20849	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20850	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20851	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20852	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20853	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20854	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20856	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20858	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20859	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20861	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20862	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20863	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
NA20864	1000 Genomes	GIH	Gujarati Indians in Houston, Texas, USA	CSA	29.7589	-95.3677	magenta
